CtNumero,NU_ProcessoLicitacao,CtVigenciaInicio,CtVigenciaTermino2,Tempo,OrNome,Credor,ObNome,CtValorTotal,Textbox7,CtValorTotal1
0017/2017,19.000.002407.2016,03/04/2017,03/04/2022,60,PM/PB - 15.0001,05.815.635/0001-60 - JOSÉ FIRMINO DA CRUZ FILHO ME,SERVIÇO ESPECIALIZADO,"3.679.897,60",4.316 CONTRATOS,"7.765.015.650,79"
0037/2017,27.000.003841.2016,21/03/2017,21/03/2022,60,SEDH - 27.0001,14.725.699/0001-61 - LIMPSERV TERCEIRIZAÇÃO DE SERVIÇOS DE LIMPEZA LTDA,SERVIÇO ESPECIALIZADO,"3.235.986,00",4.316 CONTRATOS,"7.765.015.650,79"
0040/2017,31.206.024590.2016,03/04/2017,03/04/2023,72,CAGEPA - 31.0601,00.437.311/0001-12 - PORTENTO CONSTRUÇÕES LTDA,LOCAÇÃO DE VEÍCULO DE REPRESENTAÇÃO,"440.865,44",4.316 CONTRATOS,"7.765.015.650,79"
0042/2017,,23/03/2017,23/07/2023,76,SEDH - 27.0001,40.976.334/0001-10 - WELL RENT A CAR LTDA - EPP,LOCAÇÃO DE VEÍCULOS,"2.315.268,00",4.316 CONTRATOS,"7.765.015.650,79"
0047/2016,30.000.035276.2015,01/01/2017,19/07/2022,66,SEAD - 19.0001,00.785.860/0001-88 - ATL ALIMENTOS DO BRASIL LTDA,FORNECIMENTO DE REFEIÇÕES,"22.925.704,73",4.316 CONTRATOS,"7.765.015.650,79"
0001/2016,,16/11/2016,16/11/2036,240,CM - 09.0003,08.778.250/0001-69 - SECRETARIA DE ESTADO DA EDUCAÇÃO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0002/2016,,10/08/2016,10/08/2026,120,SEDAP - 32.0001,09.537.092/0001-18 - CORPO DE BOMBEIROS MILITAR DA PARAÍBA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0004/2016,,07/06/2016,07/06/2036,240,SEDAP - 32.0001,21.736.498/0001-25 - SECRETARIA DA AGRICULTURA FAMILIAR E DO DESENVOLVIMENTO DO SEMI ÁRIDO,TERMO DE CESSÃO DE USO,,4.316 CONTRATOS,"7.765.015.650,79"
0005/2016,09.201.005959.2016,18/07/2016,17/07/2022,72,PBPREV - 09.0101,42.194.191/0001-10 - NUTRICASH SERVIÇOS LTDA.,COMBUSTÍVEIS,"432.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0006/2016,09.201.005734.2016R1,01/09/2016,31/08/2022,71,PBPREV - 09.0101,17.879.821/0001-42 - DR SERVIÇOS TERCEIRIZADOS DE APOIO ADMINISTRATIVO EIRELI,SERVIÇO DE LIMPEZA E CONSERVAÇÃO,"1.695.536,88",4.316 CONTRATOS,"7.765.015.650,79"
0016/2016,32.901.900041.2016,19/07/2016,19/07/2022,72,SEDAP - 32.0001,07.400.977/0001-45 - MARIA ELIETE DE LIMA -ME,SERVIÇO ESPECIALIZADO,"218.160,00",4.316 CONTRATOS,"7.765.015.650,79"
0017/2016,34.204.122016.2016,27/06/2016,27/06/2022,72,PBGÁS - 34.0401,08.602.745/0001-32 - CAPEMISA SEGURADORA DE VIDA E PREVIDÊNCIA S/A,SEGURO EM GERAL,"462.529,76",4.316 CONTRATOS,"7.765.015.650,79"
0018/2016,31.201.002094.2016,17/10/2016,17/10/2023,84,DER - 31.0101,12.270.678/0001-73 - IVY NUNES DOS SANTOS LIMA - ME (ACESSO LIVRE CONSULTORIA),SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"171.396,00",4.316 CONTRATOS,"7.765.015.650,79"
0026/2016,17.000.133432.2015,01/08/2016,31/07/2022,71,SEFAZ - 20.0001,10.774.803/0001-57 - CONTRATE SERVIÇOS LTDA - EPP,SERVIÇOS,"14.172.572,01",4.316 CONTRATOS,"7.765.015.650,79"
0029/2016,34.204.1082016.2016,04/11/2016,04/03/2022,64,PBGÁS - 34.0401,16.528.677/0001-37 - ABF LOCADORA DE VEÍCULOS LTDA ME,LOCAÇÃO DE VEÍCULOS,"448.127,79",4.316 CONTRATOS,"7.765.015.650,79"
0032/2016,,04/08/2016,04/08/2022,72,SEE - 22.0001,04.352.312/0001-15 - RIX INTERNET LTDA EPP,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"10.606.799,52",4.316 CONTRATOS,"7.765.015.650,79"
0064/2016,34.206.009019.2015,27/06/2016,28/06/2022,72,CAGEPA - 31.0601,26.002.326/0001-41 - CONSÓRCIO PROCENGE-CONSENSO,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"7.366.742,13",4.316 CONTRATOS,"7.765.015.650,79"
0072/2016,31.206.002801.2016,13/06/2016,16/06/2022,72,CAGEPA - 31.0601,12.776.174/0001-20 - JSD COMERCIO E SERVIÇOS DE TELECOMUNICAÇÕES E INFORMÁTICA EIRELI,SERVIÇO ESPECIALIZADO NA ÁREA DE COMUNICAÇÃO,"21.302.182,29",4.316 CONTRATOS,"7.765.015.650,79"
0087/2016,31.206.009452.2016,07/07/2016,10/07/2022,72,CAGEPA - 31.0601,20.146.161/0001-03 - A. DA S. PEREIRA EIRELI - EPP,LOCAÇÃO DE VEÍCULOS,"906.794,04",4.316 CONTRATOS,"7.765.015.650,79"
0090/2016,,07/11/2016,07/11/2022,72,SUDEMA - 34.0101,03.313.938/0001-50 - RECOL ENGENHARIA E SERVIÇOS LTDA,SERVIÇO ESPECIALIZADO,"399.475,20",4.316 CONTRATOS,"7.765.015.650,79"
0123/2016,31.206.010742.2016,16/09/2016,20/03/2022,66,CAGEPA - 31.0601,00.455.771/0001-73 - PARAIBA TURISMO LTDA - EPP,SERVIÇO ESPECIALIZADO,"1.262.709,32",4.316 CONTRATOS,"7.765.015.650,79"
0136/2016,31.206.015109.2016,17/10/2016,17/10/2022,72,CAGEPA - 31.0601,"04.470.925/0001-57 - ALOCAR - LOCADORA DE VEÍCULOS, MÁQUINAS E EQUIPAMENTOS LTDA-EPP",LOCAÇÃO DE VEÍCULOS,"5.984.321,30",4.316 CONTRATOS,"7.765.015.650,79"
0319/2016,,22/11/2016,25/11/2022,72,SES - 25.0001,40.938.508/0001-50 - MAQ LAREM - MÁQUINAS MÓVEIS E EQUIPAMENTOS LTDA,SERVIÇOS,"2.306.304,00",4.316 CONTRATOS,"7.765.015.650,79"
3623/2016,,28/09/2016,28/09/2022,72,EMPREENDER - 77.0001,01.498.919/0001-10 - ASSOCIAÇÃO DOS AGRICULTORES DO ASSENTAMENTO DONA ANTÔNIA,CONCESSÃO DE FINANCIAMENTO,"150.000,00",4.316 CONTRATOS,"7.765.015.650,79"
7295/2015,,30/08/2016,31/07/2022,71,EMPREENDER - 77.0001,11.451.337/0001-31 - FRUTIAÇÚ – COOPERATIVA AGROINDUSTRIAL DE PIABUÇÚ – RIO TINTO/PB,CONCESSÃO DE FINANCIAMENTO,"120.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0002/2016,,26/02/2016,25/02/2026,120,SEAD - 19.0001,09.537.092/0001-18 - CORPO DE BOMBEIROS MILITAR DA PARAIBA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0003/2016,19.000.001426.2015,16/04/2016,15/04/2022,72,IHGER - 15.0101,10.287.853/0001-00 - EMBRAESTER - EMPRESA BRASILEIRA DE ESTERILIZACOES LTDA - ME,SERVIÇOS,"958.536,00",4.316 CONTRATOS,"7.765.015.650,79"
0003/2016,,14/03/2016,14/03/2036,240,SEDAP - 32.0001,21.736.498/0001-25 - SECRETARIA DA AGRICULTURA FAMILIAR E DO DESENVOLVIMENTO DO SEMI ÁRIDO,TERMO DE CESSÃO DE USO,,4.316 CONTRATOS,"7.765.015.650,79"
0004/2016,19.000.028943.2014,01/05/2016,30/04/2022,71,PBPREV - 09.0101,10.446.347/0001-16 - FORÇA ALERTA SEGURANÇA E VIGILÂNCIA PATRIMONIAL LTDA.,VIGILÂNCIA DE BENS IMÓVEIS,"4.248.843,84",4.316 CONTRATOS,"7.765.015.650,79"
0005/2016,28.000.000338.2016,25/05/2016,30/08/2023,87,SEIRH - 31.0001,40.610.677/0001-66 - GEOTECHNICK - CONSULTORIA E ENGENHARIA LTDA,SERVIÇO ESPECIALIZADO,"4.397.782,68",4.316 CONTRATOS,"7.765.015.650,79"
0008/2015,19.000.006753.2015,04/11/2015,07/02/2022,75,JUCEP - 21.0501,07.400.977/0001-45 - MARIA ELIETE DE LIMA ME,SERVIÇOS GERAIS,"232.401,00",4.316 CONTRATOS,"7.765.015.650,79"
0010/2015,,21/12/2015,21/12/2035,240,SEDAP - 32.0001,08.919.425/0001-00 - PREFEITURA MUNICIPAL DE SOLEDADE ,TERMO DE CESSÃO DE USO,,4.316 CONTRATOS,"7.765.015.650,79"
0010/2015,19.000.028943.2014,02/12/2015,04/03/2022,75,JUCEP - 21.0501,10.446.347/0001-16 - FORÇA ALERTA SEGURANÇA E VIGILÂNCIA PATRIMONIAL LTDA,VIGILÂNCIA DE BENS IMÓVEIS,"1.059.692,50",4.316 CONTRATOS,"7.765.015.650,79"
0010/2016,,17/05/2016,16/05/2115,1188,SEAD - 19.0001,09.283.912/0001-92 - ASSEMBLEIA LEGISLATIVA DO ESTADO DA PARAÍBA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0010/2016,19.000.009445.2015,11/04/2016,11/04/2022,72,PM/PB - 15.0001,00.455.771/0001-73 - PARAIBA TURÍSMO LTDA - EPP,LOCAÇÃO DE VEÍCULOS,"576.406,24",4.316 CONTRATOS,"7.765.015.650,79"
0019/2015,,26/11/2015,25/11/2025,120,SEAD - 19.0001,"05.510.958/0001-46 - MINISTÉRIO DAS MULHERES, DA IGUALDADE RACIAL E DOS DIREITOS HUMANOS",CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0020/2015,,04/11/2015,04/11/2025,120,SES - 25.0001,09.071.622/0001-85 - PREFEITURA MUNICIPAL DE LAGOA DE DENTRO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0021/2016,19.000.006753.2015,30/03/2016,30/03/2022,72,PM/PB - 15.0001,07.400.977/0001-45 - PLANTEK SERVIÇOS LTDA,MANUTENÇÃO E RECUPERAÇÃO,"235.664,00",4.316 CONTRATOS,"7.765.015.650,79"
0023/2016,19.000.013843.2015,30/05/2016,29/05/2022,72,FUNDAC - 27.0101,00.785.860/0001-88 - ATL ALIMENTOS DO BRASIL LTDA,FORNECIMENTO DE REFEIÇÕES,"26.850.045,00",4.316 CONTRATOS,"7.765.015.650,79"
0033/2016,,22/04/2016,24/04/2022,72,CAGEPA - 31.0601,02.558.157/0001-62 - TELEFÔNICA BRASIL S.A. - (VIVO EMPRESAS),SERVIÇO ESPECIALIZADO NA ÁREA DE COMUNICAÇÃO,"873.017,35",4.316 CONTRATOS,"7.765.015.650,79"
0036/2015,,01/12/2015,01/12/2025,120,SES - 25.0001,01.617.975/0001-26 - PREFEITURA MUNICIPAL DE CASSERENGUE,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0037/2015,,01/12/2015,01/12/2025,120,SES - 25.0001,09.073.271/0001-41 - PREFEITURA MUNICIPAL DE CAMALAÚ,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0042/2016,31.205.000690.2016,17/05/2016,17/05/2022,72,SUDEMA - 34.0101,47.866.934/0001-74 - TICKET SERVIÇOS S/A,FORNECIMENTO DE REFEIÇÕES,"9.114.649,86",4.316 CONTRATOS,"7.765.015.650,79"
0865/2016,,24/05/2016,24/05/2046,360,UEPB - 35.0401,21.600.413/0001-87 - CENTRO DE FORMAÇÃO ELIZABETH E JOÃO PEDRO TEIXEIRA,TERMO DE CESSÃO DE USO,,4.316 CONTRATOS,"7.765.015.650,79"
1000/2016,,24/02/2016,24/02/2022,72,EMPREENDER - 77.0001,03.582.697/0001-44 - ASSOCIAÇÃO PICUIENSE ARTISTICA E CULTURAL DE RADIODIFUSÃO COMUNITÁRIA,CONCESSÃO DE FINANCIAMENTO,"100.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0003/2015,,03/07/2015,03/07/2025,120,SES - 25.0001,09.072.455/0001-97 - MUNICÍPIO DE PEDRA DE FOGO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0004/2015,,15/07/2015,15/07/2025,120,SES - 25.0001,08.754.111/0001-03 - PREFEITURA MUNICIPAL DE AREIA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0005/2015,,29/06/2015,29/06/2025,120,SES - 25.0001,01.617.975/0001-26 - PREFEITURA MUNICIPAL DE CASSERENGUE,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0006/2015,,15/07/2015,15/07/2025,120,SES - 25.0001,09.073.271/0001-41 - MUNICÍPIO DE CAMALAÚ,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0008/2015,,10/09/2015,10/09/2025,120,SES - 25.0001,08.872.459/0001-97 - PREFEITURA MUNICIPAL DE OURO VELHO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0009/2015,,10/09/2015,10/09/2025,120,SES - 25.0001,08.778.029/0001-00 - PREFEITURA MUNICIPAL DE ARAÇAGI,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0010/2015,,27/07/2015,26/07/2025,120,SEAD - 19.0001,04.812.097/0001-98 - COOPERATIVA DE TRABALHADORES DE MATERIAIS RECICLÁVEIS - COTRAMARE,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0010/2015,,10/07/2015,10/07/2022,84,DER - 31.0101,16.670.085/0001-55 - LOCALIZA RENT A CAR S/A,LOCAÇÃO DE VEÍCULOS,"641.804,40",4.316 CONTRATOS,"7.765.015.650,79"
0011/2015,,10/08/2015,10/08/2025,120,SEAD - 19.0001,09.319.435/0001-78 - INSTITUTO DE ARQUITETOS DA PARAÍBA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0012/2015,,15/07/2015,15/07/2025,120,SES - 25.0001,08.778.755/0001-23 - MUNICÍPIO DE ARARA,CESSÃO E CONCESSÃO,,4.316 CONTRATOS,"7.765.015.650,79"
0014/2015,,10/09/2015,10/09/2025,120,SES - 25.0001,08.927.915/0001-59 - PREFEITURA MUNICIPAL DE BANANEIRAS,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0015/2015,,17/07/2015,17/07/2025,120,SES - 25.0001,08.948.697/0001-39 - MUNICÍPIO DE POMBAL,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0017/2015,,15/07/2015,15/07/2025,120,SES - 25.0001,08.939.936/0001-94 - MUNICÍPIO DE COREMAS,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0019/2015,,10/09/2015,10/09/2025,120,SES - 25.0001,09.072.448/0001-95 - PREFEITURA MUNICIPAL DE NATUBA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0021/2015,,03/07/2015,03/07/2025,120,SES - 25.0001,08.866.501/0001-67 - PREFEITURA MUNICIPAL DE MOGEIRO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0025/2015,,10/09/2015,10/09/2025,120,SES - 25.0001,08.809.444/0001-84 - PREFEITURA MUNICIPAL DE GURINHÉM,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0027/2015,,09/10/2015,09/10/2025,120,SES - 25.0001,09.072.455/0001-97 - PREFEITURA MUNICIPAL DE PEDRAS DE FOGO,CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0028/2015,,04/11/2015,04/11/2025,120,SES - 25.0001,08.778.755/0001-23 - PREFEITURA MUNICIPAL DE ARARA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0029/2015,,04/11/2015,04/11/2025,120,SES - 25.0001,08.874.935/0001-09 - PREFEITURA MUNICIPAL DE SUMÉ,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0174/2015,,19/08/2015,19/08/2025,120,SEDH - 27.0001,08.419.501/0001-19 - ASSOCIAÇÃO DOS CATADORES DO MUNICÍPIO DE PATOS  - ASCAP,TERMO DE CESSÃO DE USO,,4.316 CONTRATOS,"7.765.015.650,79"
0001/2015,,20/01/2015,20/01/2025,120,CM - 09.0003,08.730.095/0001-00 - SECRETARIA DA SEGURANÇA E DA DEFESA SOCIAL DA PARAÍBA - SEDS,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0006/2014,28.000.001644.2013,08/04/2014,07/12/2023,116,SEIRH - 31.0001,20.112.356/0001-24 - CONSÓRCIO SISTEMA DE ABASTECIMENTO DE ÁGUA-HIDROGEO/JMR,OUTROS SERVIÇOS ESPECIALIZADOS,"36.554.515,94",4.316 CONTRATOS,"7.765.015.650,79"
0010/2014,,07/08/2014,06/08/2044,360,SEAD - 19.0001,08.907.776/0001-00 - POLÍCIA MILITAR DO ESTADO DA PARAÍBA,CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0010/2014,28.000.151713.2014R,03/06/2014,31/07/2022,97,SEIRH - 31.0001,08.163.787/0001-14 - CONSTRUTORA SQUADRIUM LTDA,OUTRAS OBRAS DE CONSTRUÇÃO E IMPLANTAÇÃO,"77.842.597,73",4.316 CONTRATOS,"7.765.015.650,79"
0010/2015,,29/06/2015,29/06/2025,120,SES - 25.0001,08.874.935/0001-09 - PREFEITURA MUNICIPAL DE SUMÉ,CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0016/2015,,29/06/2015,29/06/2025,120,SES - 25.0001,08.926.263/0001-38 - PREFEITURA MUNICIPAL DE ALAGOINHA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0018/2014,,08/10/2014,07/10/2024,120,SEAD - 19.0001,09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA - CODATA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0018/2014,28.000.000105.2014,18/09/2014,03/04/2022,91,SEIRH - 31.0001,05.219.643/0001-44 - CONSERV - CONSTRUÇÕES E SERVIÇOS LTDA,CONSTRUÇÃO E IMPLANTAÇÃO DE ESTAÇÃO TRATAMENTO D'ÁGUA,"9.549.403,24",4.316 CONTRATOS,"7.765.015.650,79"
0020/2014,,30/10/2014,29/10/2034,240,SEAD - 19.0001,08.730.095/0001-00 - SECRETÁRIA DE ESTADO DA SEGURANÇA E DEFESA SOCIAL,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0023/2014,,22/12/2014,21/12/2024,120,SEAD - 19.0001,08.778.326/0001-56 - PREFEITURA MUNICIPAL DE JOÃO PESSOA.,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0116/2014,,23/04/2014,23/04/2024,120,SEE - 22.0001,01.612.643/0001-59 - PREFEITURA DO MUNICIPIO DE SANTA CECILIA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0122/2014,,21/07/2014,21/07/2034,240,CAGEPA - 31.0601,08.738.916/0001-55 - PREFEITURA MUNICIPAL DE LIVRAMENTO ,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0296/2014,,23/09/2014,23/09/2024,120,SEDH - 27.0001,08.907.776/0001-00 - POLÍCIA MILITAR DO ESTADO DA PARAÍBA - PMPB,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0371/2014,,10/12/2014,10/12/2024,120,SEDH - 27.0001,10.733.541/0001-82 - CASA PEQUENO DAVI,CESSÃO E CONCESSÃO,,4.316 CONTRATOS,"7.765.015.650,79"
1009/2014,,19/09/2014,17/01/2022,88,FAPESQ - 35.1001,14.338.236/0001-47 - MEDIA4ALL SOLUÇÕES EM TECNOLOGIA LTDA/ME,SERVIÇO ESPECIALIZADO,"290.400,00",4.316 CONTRATOS,"7.765.015.650,79"
1012/2014,,19/09/2014,17/01/2022,88,FAPESQ - 35.1001,05.471.103/0001-53 - CONNECT SOLUÇÕES INTEGRADAS LTDA,SERVIÇO ESPECIALIZADO,"278.180,72",4.316 CONTRATOS,"7.765.015.650,79"
1015/2014,,19/09/2014,17/01/2022,88,FAPESQ - 35.1001,09.085.787/0001-06 - AVATY TECNOLOGIA LTDA - ME,SERVIÇO ESPECIALIZADO,"400.930,00",4.316 CONTRATOS,"7.765.015.650,79"
1018/2014,,19/09/2014,17/01/2022,88,FAPESQ - 35.1001,00.441.093/0001-90 - NOVA TECNOLOGIA EM INFORMATICA LTDA ,SERVIÇO ESPECIALIZADO,"540.000,00",4.316 CONTRATOS,"7.765.015.650,79"
1024/2014,,19/09/2014,17/01/2022,88,FAPESQ - 35.1001,10.822.900/0001-78 - ZTRONICS PROJETOS E SERVIÇOS ELETRÔNICOS LTDA - ME,SERVIÇO ESPECIALIZADO,"440.000,00",4.316 CONTRATOS,"7.765.015.650,79"
1028/2014,,19/09/2014,17/01/2022,88,FAPESQ - 35.1001,02.389.614/0001-32 - LOGON SERVIÇOS E COMERCIO LTDA - EPP,SERVIÇO ESPECIALIZADO,"337.910,04",4.316 CONTRATOS,"7.765.015.650,79"
0001/2014,,28/03/2014,28/03/2034,240,SEDAP - 32.0001,09.295.684/0001-70 - EMPRESA ESTADUAL DE PESQUISA AGROPECUÁRIA DA PARAÍBA - EMEPA/PB,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0002/2014,,25/02/2014,25/02/2034,240,SEAD - 19.0001,09.071.622/0001-85 - PREFEITURA MUNICIPAL DE LAGOA DE DENTRO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0003/2014,,26/02/2014,25/02/2044,360,SEAD - 19.0001,08.907.776/0001-00 - POLÍCIA MILITAR DO ESTADO DA PARAÍBA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0004/2014,,28/02/2014,27/02/2044,360,SEAD - 19.0001,08.907.776/0001-00 - POLÍCIA MILITAR DO ESTADO DA PARAÍBA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0005/2014,28.000.001645.2013,01/04/2014,30/11/2022,103,SEIRH - 31.0001,09.326.532/0001-98 - LVR CONSTRUÇÕES LTDA,OBRAS DE CONSTRUÇÃO E IMPLANTAÇÃO,"9.153.141,21",4.316 CONTRATOS,"7.765.015.650,79"
0056/2013,34.201.004124.2013,16/12/2013,13/01/2029,181,DER - 31.0101,"43.217.280/0001-05 - SOCICAM - ADMINISTRAÇÃO, PROJETOS E REPRESENTAÇÕES LTDA",CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0057/2013,,30/12/2013,29/12/2023,120,SEAD - 19.0001,08.940.694/0001-59 - PREFEITURA MUNICIPAL DE ITAPORANGA,CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0066/2014,,07/04/2014,07/04/2024,120,SEE - 22.0001,01.613.283/0001-00 - PREFEITURA DO MUNICIPIO DE JOCA CLAUDINO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0185/2013,34.206.012867.2013,13/12/2013,18/10/2022,106,CAGEPA - 31.0601,12.618.864/0001-50 - ARCO PROJETOS E CONSTRUÇÕES LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"3.262.590,78",4.316 CONTRATOS,"7.765.015.650,79"
0247/2013,,22/11/2013,21/11/2023,120,SEE - 22.0001,09.151.796/0001-58 - PREFEITURA MUNICIPAL DE LAGOA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0248/2013,,22/11/2013,21/11/2023,120,SEE - 22.0001,09.071.622/0001-85 - PREFEITURA MUNICIPAL DE LAGOA DE DENTRO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0249/2013,,22/11/2013,21/11/2023,120,SEE - 22.0001,09.151.473/0001-64 - PREFEITURA MUNICIPAL DE CONDADO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0250/2013,,22/11/2013,21/11/2023,120,SEE - 22.0001,01.613.339/0001-26 - PREFEITURA MUNICIPAL DE VIEIROPOLIS,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0251/2013,,25/11/2013,24/11/2023,120,SEE - 22.0001,08.916.645/0001-80 - PREFEITURA MUNICIPAL DO CONDE,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0256/2013,,25/11/2013,25/11/2023,120,SEE - 22.0001,08.923.971/0001-15 - PREFEITURA MUNICIPAL DE CAJAZEIRAS,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0265/2013,,05/12/2013,04/12/2023,120,SEE - 22.0001,08.996.886/0001-87 - PREFEITURA DO MUNICIPIO DE JUAZEIRINHO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0291/2013,,13/12/2013,12/12/2023,120,SEE - 22.0001,01.612.643/0001-59 - PREFEITURA DO MUNICIPIO DE SANTA CECILIA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0303/2013,,13/12/2013,12/12/2023,120,SEE - 22.0001,08.782.146/0001-48 - PREFEITURA DO MUNICIPIO DE DONA INES,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
